Page,Pageviews,Unique Pageviews,Title,InclusiveDates,Scope,Avg. Time on Page,Entrances,% Exit
/index.php?p=collections/controlcard&id=120&q=board+of+trustees,2,1,Board of Trustees Photo Brochures,1960,Serial publication produced by or at Carleton College.,0:01:21,0,0.00%
/index.php?p=collections/controlcard&id=137&q=events,2,1,"Misc. Events Publications (Exhibitions, Concerts, Symposia, Lectureships, Conferences, etc.)",NULL,Serial publication produced by or at Carleton College.,0:14:14,0,0.00%
/index.php?p=collections/controlcard&id=137&q=public+events,2,1,"Misc. Events Publications (Exhibitions, Concerts, Symposia, Lectureships, Conferences, etc.)",NULL,Serial publication produced by or at Carleton College.,0:00:19,0,0.00%
/index.php?p=collections/controlcard&id=149&q=common+reading,3,1,Common Reading Booklets,1989-2000,"In 1988 Carlton started a common reading component to new student week as a week as a way to engage new students in a community effort, show how different disciplines bring different facets to work or problems, and to help students identify and talk about matters.  The common reading booklets contain the presentations used to shape the discussions on the particular book that was selected that year.
	Volumes held:
	Sep 4, 1989
	Sep 3, 1990
	Sep 9, 1991
	Sep 8, 1992
	Sep 7, 1993
	Sep 6, 1994
	Sep 5, 1995
	Sep 6, 1996
	Sep 5, 1997
	Sep 4, 1998
	Sep 9, 1999
	Sep 7, 2000",0:02:46,0,0.00%
/index.php?p=collections/controlcard&id=1737,2,1,COLLECTION ID NOT FOUND,Not Found,Not Found,0:00:06,1,50.00%
/index.php?p=collections/controlcard&id=180&q=carleton+comments,2,1,Carleton Comments (1973-84),1973-1984,Serial publication produced by or at Carleton College.,0:09:30,0,0.00%
/index.php?p=collections/controlcard&id=181&q=christian+way,3,1,"The Christian Way, Vols. I-IV",1894-1897,"Journal (published in Northfield by Carleton professor of Biblical Literature Arthur Pearsons) devoted to home and foreign missionary activities of Congregationalists in and from the Midwest.  Particularly noteworthy for attention given to women missionaries, and for information on Carleton missionaries.",0:00:36,0,0.00%
/index.php?p=collections/controlcard&id=197&q=carleton+underground,2,1,Carleton Underground Magazine (CUM),NULL,"  The Carleton Underground Magazine was created as an outlet for the frustrated impulses of the students of Carleton College.  This publication includes articles, essays and ads on a variety of topics.
	Volumes held:
	Number 1
	Number 2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ",0:00:13,0,0.00%
/index.php?p=collections/controlcard&id=211&q=library,2,1,Faculty Library Newsletter,1954-1964,"The Faculty Library Newsletter was a publication that provided staff with any updates or changes happening within the library.
	Volumes held:
	Oct 1954
	Sep 1963
	Feb 1964
	Apr 1964
	May 1964",0:00:18,0,0.00%
/index.php?p=collections/controlcard&id=257&q=library,4,1,Carleton Library Newsletter,NULL,"The Carleton Library Newsletter provides its readers with information on what library resources are available to use and general library news.
	Volumes held:
	Fall 1991
	Jan 1992",0:00:12,0,0.00%
/index.php?p=collections/controlcard&id=2622&q=William+Wells,3,1,"Recordings, phonographs records",NULL,"Audio recordings of speeches, music and broadcasts by or at Carleton",0:01:10,0,0.00%
/index.php?p=collections/controlcard&id=2625&q=orchestra+recording,2,1,"Recordings, audio cassette, magnetic tape",NULL,"Audio recordings of speeches, music and broadcasts by or at Carleton",0:00:12,0,0.00%
/index.php?p=collections/controlcard&id=2625&q=wendy+wasserstein,3,1,"Recordings, audio cassette, magnetic tape",NULL,"Audio recordings of speeches, music and broadcasts by or at Carleton",0:00:11,0,0.00%
/index.php?p=collections/controlcard&id=2626&q=1939,2,1,"Recordings of speeches, events, reunions and music performances performed by or at Carleton.",1930-2009,NULL,0:03:01,0,50.00%
/index.php?p=collections/controlcard&id=2630,2,1,Alice Stratton (Stocker) Papers,1878-1935,"Correspondence of Alice Stratton Stocker, the bulk of which is from her parents--Frederick (Principal of the Carleton Academy, 1892-1905) and Mary T. Goddard Stratton--and concerns life in Northfield and at the College.  Some of these letters were edited and published by Merrill Jarchow in Letters to Alice:  Life at Carleton from Strong to Sallmon, which also includes a brief family history.  The letters also contain information about the Stratton's relatives in Althol, Massachusetts and Davenport, Iowa, and about Frederick and Mary's life in Fargo, North Dakota after leaving Carleton.  There is also correspondence from friends and other relations, and material relating to the deaths of both Alice's father and husband.  The collection is arranged chronologically for the most part, except for three folders relating to specific events.  There are no outgoing letters in the collection.",0:00:26,0,0.00%
"/index.php?p=collections/controlcard&id=2634&q=""alumni+office""",2,1,Alumni Office Records,1878-1989,Carleton graduates formed themsleves into an alumni association in 1878 in order to have \influence upon the college,0:01:29,0,0.00%
/index.php?p=collections/controlcard&id=264&q=carleton+in+the+news,2,1,Carleton College in the Media / News Clips,NULL,Serial publication produced by or at Carleton College.,0:00:22,0,0.00%
/index.php?p=collections/controlcard&id=2646&q=sports+files,2,1,"Annual Sports Files \Dope books\""""",1890-2011,"Files for 1890-1978 scattered. Statistics and other information on athletics, games and athletes. Includes: rosters; calendars or schedules; event statistics; promotional material; and some biographical information on players and coaches. Sports include Tennis, Baseball, Basketball, Football, Soccer, Swimming and Diving, Track and Field, Wrestling, Skiing, Golf, Cross-Country, Volleyball, and others.",0:07:38,0,50.00%
/index.php?p=collections/controlcard&id=2648&q=Robert+Andres,2,1,Army Specialized Training Program (ASTP) Records,1942-1972,"The ASTP lasted from February 1943 to the Spring of 1944. It consisted of the meteorology detachment of the Army Air Force Technical Training Command which was on campus for 36 weeks of training, a flight training program under the supervision of the Civil Aeronautics Administration's War Training Service, and soldiers studying language and basic engineering. The soldiers were housed in Carleton dormitories, and some coures were taught by Carelton faculty. The government paid Carleton for the soldiers' tuition, room and board, and other fees, helping the College survive the loss of civilian male students during the war. Several of the ASTP soldiers reenrolled at Carleton when peace returned.
	The record group is broken down into series by type of program. The series are composed primarily of transcripts and requests for transcripts, but also include the contracts between the government and Carleton. The Flight Training series also contains notifications of assignments and receipts for lodging, board, and transportation at Carleton. The bulk of the record group is dated 1946-50.",0:01:05,0,0.00%
/index.php?p=collections/controlcard&id=2651&q=Wellstone,2,1,Barry M. Casper Papers,NULL,"The Barry M. Casper Papers span the years 1966 through 2003 and include materials related to the  political activism, teachings and career of Carleton College Professor of Physics, Barry \Mike\"" Casper.   A full third of this collection relates to Casper’s work with Senator Paul Wellstone around their book [u]Powerline: The First Battle of American’s Energy War[/u]. This material gives insight into the struggles of rural Minnesotans in their opposition to the construction of high voltage power lines during the 1970's.  The collection also includes records of Casper’s work as the co-creator of the Science",0:00:42,0,0.00%
/index.php?p=collections/controlcard&id=2653&q=alumni,4,1,Biographical Files -- Alumni,Classes 1870 to present,NULL,0:00:15,0,0.00%
/index.php?p=collections/controlcard&id=2658&q=thesis,2,1,Board of Trustees' Records,1866-2011,"The collection consists of correspondence, minutes, meeting documents and reports of the Board of Trustees and biographies of its members, 1866 to 1981.  Functions of the Board (as stated in Board Resolution of October 23, 1959) include:  final response for acquisition and management of the College's funds and properties; approval of the major programs and policies of the College; electing members of the Board of Trustees; overseeing the quality and kind of education offered by the College.  The collection is arranged into eight series:  Governing Documents; Biographies and Membership Lists; Correspondence; Minutes; Meeting Documents; Committees; Reports; Miscellaneous.
	Additional descriptions:
	The record group consists of correspondence, minutes, meeting documents and reports of the Board of Trustees and biographies of its members, 1866 to 1981. Functions of the Board (as stated in Board Resolution of October 23, 1959) include: final response for acquisition and management of the College's funds and properties; approval of the major programs and policies of the College; electing members of the Board of Trustees; overseeing the quality and kind of education offered by the College.
	The collectionis arranged into eight series: Governing Documents; Biographies and Membership Lists; Correspondence; Minutes; Meeting Documents; Committees; Reports; Miscellaneous. The Governing Documents series is quite thin, and consists of documents concerning the articles of incorporation and the responsibilities of the Board. Biographical sketches of Board members and membership lists (some with photos) comprise the Biographies and Membership Lists series. The correspondence series is large and arranged alphabetically by Trustee. These are letters the Trustees exchanged with the President, Vice President and other College Officials.
	The Minutes series contains minutes of the Board of Trustees, the Executive Committee, and three other committees of the Board. The majority of minutes from 1866-1945 are in bound volumes and are filed separately. The Meeting Documents series is composed of agendas, discussion papers, committee reports, background papers, financial reports, and miscellaneous documents prepared and distributed for meetings of the Board of Trustees. The bulk of the material in this series was collected by the Central Records office of the College and their previous provenance is unknown.
	The Committees series includes membership lists, reports and correspondence, and scattered minutes. This is a highly artificial series, composed of documents collected by several different offices of the College; the provenance of a folder is noted in parenthesis after the folder title (\DOC\"" = Dean of the College; \""VP\"" = Vice President; \""VP/Dev\"" = Vice President or Development Office; \""Pres\"" = President; \""CR\"" = Central Records office). Reports both to the Board and from the Board comprise the Reports series. The Miscellaneous series includes general correspondence",0:00:38,0,0.00%
/index.php?p=collections/controlcard&id=2658&q=Willard,2,1,Board of Trustees' Records,1866-2011,"The collection consists of correspondence, minutes, meeting documents and reports of the Board of Trustees and biographies of its members, 1866 to 1981.  Functions of the Board (as stated in Board Resolution of October 23, 1959) include:  final response for acquisition and management of the College's funds and properties; approval of the major programs and policies of the College; electing members of the Board of Trustees; overseeing the quality and kind of education offered by the College.  The collection is arranged into eight series:  Governing Documents; Biographies and Membership Lists; Correspondence; Minutes; Meeting Documents; Committees; Reports; Miscellaneous.
	Additional descriptions:
	The record group consists of correspondence, minutes, meeting documents and reports of the Board of Trustees and biographies of its members, 1866 to 1981. Functions of the Board (as stated in Board Resolution of October 23, 1959) include: final response for acquisition and management of the College's funds and properties; approval of the major programs and policies of the College; electing members of the Board of Trustees; overseeing the quality and kind of education offered by the College.
	The collectionis arranged into eight series: Governing Documents; Biographies and Membership Lists; Correspondence; Minutes; Meeting Documents; Committees; Reports; Miscellaneous. The Governing Documents series is quite thin, and consists of documents concerning the articles of incorporation and the responsibilities of the Board. Biographical sketches of Board members and membership lists (some with photos) comprise the Biographies and Membership Lists series. The correspondence series is large and arranged alphabetically by Trustee. These are letters the Trustees exchanged with the President, Vice President and other College Officials.
	The Minutes series contains minutes of the Board of Trustees, the Executive Committee, and three other committees of the Board. The majority of minutes from 1866-1945 are in bound volumes and are filed separately. The Meeting Documents series is composed of agendas, discussion papers, committee reports, background papers, financial reports, and miscellaneous documents prepared and distributed for meetings of the Board of Trustees. The bulk of the material in this series was collected by the Central Records office of the College and their previous provenance is unknown.
	The Committees series includes membership lists, reports and correspondence, and scattered minutes. This is a highly artificial series, composed of documents collected by several different offices of the College; the provenance of a folder is noted in parenthesis after the folder title (\DOC\"" = Dean of the College; \""VP\"" = Vice President; \""VP/Dev\"" = Vice President or Development Office; \""Pres\"" = President; \""CR\"" = Central Records office). Reports both to the Board and from the Board comprise the Reports series. The Miscellaneous series includes general correspondence",0:00:36,0,50.00%
/index.php?p=collections/controlcard&id=2660&q=career,2,1,Career Center Records,1934-1981,"Testing materials, surveys, and office files of the Carleton Career Center (formerly the Office of Student Futures and Placement, formerly Placement Office).",0:02:03,0,0.00%
/index.php?p=collections/controlcard&id=2662&q=dow+house,2,1,Carleton Collective Communities Clearinghouse Collection (CCCC),1969,"Judging from documents within the collection, the CCCC appears to have been created in the winter of 1969 as a non-profit, volunteer organization run by Carleton students; it remained active at least through that summer, and possibly longer.  The CCCC was established to expedite the distribution of information about \intentional\"" communes and other alternative communities throughout North America.  The CCCC gathered data about such communities and provided information upon request to those doing research on or wishing to live in these communities.  The CCCC's services were advertised in alternative press periodicals throughout the country",0:00:11,0,0.00%
/index.php?p=collections/controlcard&id=2665&q=james+gillette+collection,2,1,Carleton Symphony Band Collection,1923-1937,"Clippings, programs, and memorabelia relating to the Carleton Symphony Band (1923-37), a regionally reknowned instrumental group under the direction of James Gillette.  Material also includes copies of index to musical scores held by the Carleton Music Department which were arranged or composed by Gillette.
	Note: Photographs filed at end of record group; see also Photographs record group, Student subgroup, Music series, Instrumental subseries.",0:00:30,0,50.00%
/index.php?p=collections/controlcard&id=2668&q=akiyama,2,1,Carleton in Japan Collection,NULL,"The Carleton in Japan collection contains the papers and secondary materials of Carleton's several academic programs in Japan -- almost exclusively in connection with Doshisha University in Kyoto.
	The collection starts with the Carleton Abroad Program, which began in 1951 with a recent graduate who studied and taught in Osaka, Japan, for two years.  Beginning in 1953, the program had one member of every other graduating class serve as Carleton representative to the Doshisha for two years teaching English and serving the Christian mission.  In 1956 the program was renamed Carleton-in-Japan.  Funding for the program came from the Carleton Student Fund, a student organization, and was administered through the Congregational Church's American Board of Foreign Missions until 1962, when the program dropped its Christian emphasis and severed ties to the American Board.  In 1965, the Japan Summer Seminar program at the Doshisha began.  This program, led by Carleton faculty, accepted 15-20 students per year through 1971 (its last year), and was initially funded by the McGregor Foundation.  In 1966 the Carleton-in-Japan program became the Carleton-Doshisha Fellowship program.  The change in name reflected both a shift in emphasis -- from service to study -- and a shift in funding -- from the Carleton Service Fund to the Asian Studies program.  Under this program the Carleton representative (all women) spent the two summers and the intervening year following graduation at the Doshisha studying, and helping out with the Japan Summer Seminar .  The Carleton-Doshisha Fall Term program (a.k.a. Fall Kyoto) began in 1968.  This program followed the Summer Seminar session, and several students attended both.  In 1970, the Carleton-Doshisha Fellowship ended amidst violent unrest on university campuses throughout Japan.  This same year, Carleton began to send students to the East Asian Studies program at Waseda University in Tokyo through the Associated Colleges of the Midwest.
	The collection is organized into six series:  Carelton Abroad (1953-56) and Carleton-in-Japan (1956-66), Carleton-Doshisha Fellowship, Japan Summer Seminar, Origins of the Associated Kyoto Program, Carleton-Doshisha Fall Term Program, and ACM East Asian Studies Program in Waseda, Miscellaneous.
	The collection includes correspondence, reports, minutes, applications, pamphlets, sample teaching materials, photographs, photo albums, scrapbooks, and items such as a yearbook, filmstrip, and woodblock prints.  These materials were collected from a variety of sources.  The papers, for the most part, were probably gathered from the records of an individual, such as John C. Perry, or a committee, such as the Carleton-in-Japan committee, but there are some groups of papers for which it is difficult to know the provenance.  As a result, while most of the folder arrangements were retained in the processing of the collection, some papers, such as the presidential correspondence and correspondence about the origins of the Associated Kyoto Program were given the best artificial arrangement possible.
	Many of the series have a subseries containing the papers of a committee or a director.  These are all very similar.  Almost all of them include minutes, correspondence between committee members or directors with other committee members, correspondence between student representatives and committee members or the director, and financial information.
	The contents of the collection is fairly straightforward, but there are a few important items to make note of:  the financial subseries in the Carleton Abroad and Carleton-in-Japan series contains a report prepared for the New World Foundation which gives good information and background to the Carleton-in-Japan program.  Many of the series overlap in subject matter.  The Carleton-in-Japan series, for instance, contains information on the changeover to the Carleton-Doshisha Fellowship and the program itself.  Names of certain people naturally carry over from one series to another, too.  Most of Carleton officials involved in administering the various programs are easily identifiable; some of the other names, however, bear brief identification:  Naozo Ueno and Shin Hoshina-- the first and second presidents of Doshisha that Carleton dealt with; Otis Cary-- the \permanent\"" Amherst representative at Doshisha; Jan Hieronymus-- student chair of the Carleton-in-Japan committee; Ken Akiyama and Sadao Asada-- appointed by the Doshisha president to be the one non-student representative for Carleton at the Doshisha.  Both had either studied or taught at Carleton.",0:00:33,0,0.00%
/index.php?p=collections/controlcard&id=2668&q=scrapbook,2,1,Carleton in Japan Collection,NULL,"The Carleton in Japan collection contains the papers and secondary materials of Carleton's several academic programs in Japan -- almost exclusively in connection with Doshisha University in Kyoto.
	The collection starts with the Carleton Abroad Program, which began in 1951 with a recent graduate who studied and taught in Osaka, Japan, for two years.  Beginning in 1953, the program had one member of every other graduating class serve as Carleton representative to the Doshisha for two years teaching English and serving the Christian mission.  In 1956 the program was renamed Carleton-in-Japan.  Funding for the program came from the Carleton Student Fund, a student organization, and was administered through the Congregational Church's American Board of Foreign Missions until 1962, when the program dropped its Christian emphasis and severed ties to the American Board.  In 1965, the Japan Summer Seminar program at the Doshisha began.  This program, led by Carleton faculty, accepted 15-20 students per year through 1971 (its last year), and was initially funded by the McGregor Foundation.  In 1966 the Carleton-in-Japan program became the Carleton-Doshisha Fellowship program.  The change in name reflected both a shift in emphasis -- from service to study -- and a shift in funding -- from the Carleton Service Fund to the Asian Studies program.  Under this program the Carleton representative (all women) spent the two summers and the intervening year following graduation at the Doshisha studying, and helping out with the Japan Summer Seminar .  The Carleton-Doshisha Fall Term program (a.k.a. Fall Kyoto) began in 1968.  This program followed the Summer Seminar session, and several students attended both.  In 1970, the Carleton-Doshisha Fellowship ended amidst violent unrest on university campuses throughout Japan.  This same year, Carleton began to send students to the East Asian Studies program at Waseda University in Tokyo through the Associated Colleges of the Midwest.
	The collection is organized into six series:  Carelton Abroad (1953-56) and Carleton-in-Japan (1956-66), Carleton-Doshisha Fellowship, Japan Summer Seminar, Origins of the Associated Kyoto Program, Carleton-Doshisha Fall Term Program, and ACM East Asian Studies Program in Waseda, Miscellaneous.
	The collection includes correspondence, reports, minutes, applications, pamphlets, sample teaching materials, photographs, photo albums, scrapbooks, and items such as a yearbook, filmstrip, and woodblock prints.  These materials were collected from a variety of sources.  The papers, for the most part, were probably gathered from the records of an individual, such as John C. Perry, or a committee, such as the Carleton-in-Japan committee, but there are some groups of papers for which it is difficult to know the provenance.  As a result, while most of the folder arrangements were retained in the processing of the collection, some papers, such as the presidential correspondence and correspondence about the origins of the Associated Kyoto Program were given the best artificial arrangement possible.
	Many of the series have a subseries containing the papers of a committee or a director.  These are all very similar.  Almost all of them include minutes, correspondence between committee members or directors with other committee members, correspondence between student representatives and committee members or the director, and financial information.
	The contents of the collection is fairly straightforward, but there are a few important items to make note of:  the financial subseries in the Carleton Abroad and Carleton-in-Japan series contains a report prepared for the New World Foundation which gives good information and background to the Carleton-in-Japan program.  Many of the series overlap in subject matter.  The Carleton-in-Japan series, for instance, contains information on the changeover to the Carleton-Doshisha Fellowship and the program itself.  Names of certain people naturally carry over from one series to another, too.  Most of Carleton officials involved in administering the various programs are easily identifiable; some of the other names, however, bear brief identification:  Naozo Ueno and Shin Hoshina-- the first and second presidents of Doshisha that Carleton dealt with; Otis Cary-- the \permanent\"" Amherst representative at Doshisha; Jan Hieronymus-- student chair of the Carleton-in-Japan committee; Ken Akiyama and Sadao Asada-- appointed by the Doshisha president to be the one non-student representative for Carleton at the Doshisha.  Both had either studied or taught at Carleton.",0:00:28,0,0.00%
/index.php?p=collections/controlcard&id=2670&q=lyman+lakes,2,1,Carleton scrapbooks and photo albums,1879 - 1988,"Individual and organizational scrapbooks, containing mostly clippings, but also photos, programs, booklets, drawings, invitations, records, correspondence, postcards, dance cards, receipts, and memorabilia.  Topics include athletics, oratory, literary societies, drama, musical groups, graduation and awards, dances and entertainment, clubs, religious activities, professors.  Scrapbooks of organizations are listed in the contents lists for that organization's record group, if any.  For some organizations, the only organized material in the archives is the scrapbook listed here.",0:00:11,0,50.00%
/index.php?p=collections/controlcard&id=2670&q=pillow,2,1,Carleton scrapbooks and photo albums,1879 - 1988,"Individual and organizational scrapbooks, containing mostly clippings, but also photos, programs, booklets, drawings, invitations, records, correspondence, postcards, dance cards, receipts, and memorabilia.  Topics include athletics, oratory, literary societies, drama, musical groups, graduation and awards, dances and entertainment, clubs, religious activities, professors.  Scrapbooks of organizations are listed in the contents lists for that organization's record group, if any.  For some organizations, the only organized material in the archives is the scrapbook listed here.",0:06:44,0,0.00%
/index.php?p=collections/controlcard&id=2674&q=qualey+papers,2,1,Carlton C. Qualey Papers,NULL,NULL,0:04:08,0,0.00%
/index.php?p=collections/controlcard&id=2677&q=Chaplain,2,1,Chaplain's Office Records,NULL,NULL,0:00:20,0,0.00%
/index.php?p=collections/controlcard&id=2680,2,1,"Clifford E. Clark, Jr. Papers",1970-1983,"Small collection of correspondence, reports, essays, and minutes relating to Prof. of History Cliff Clark's involvement in :  \The Authority of Experts\"" Symposium at Carleton College",0:01:57,0,0.00%
/index.php?p=collections/controlcard&id=2683,2,1,Community Development Program (Co-Dep) Records,1965-1973,"CoDep was organized in 1965 by the Northfield Chamber of Commerce to perform a commmunity-wide analysis of the Northfield area and its problems. The program proceeded by assigning involved commmunity members to committees which studied various aspects of the Northfield community. These task forces then reported back to a Priorities Committee which then reported toa city-wide meeting in February 1967. CoDep II, a second stage of analysis and recommendation, took place from 1972 through 1973. (For a more detailed history of the program, see the first three pages of the History and Task Force Report in the CoDep II series.) Carleton College provided meeting space, secretarial assistance, and a few committee members to both phases of the CoDep program.",0:00:32,0,0.00%
/index.php?p=collections/controlcard&id=2684&q=catalog,2,1,Curriculum Committee Records,1926-1970,"The record group is comprised of documents of the curriculum committees of the Faculty, dating from 1934-70. The Standing Curriculum Committee was disbanded in 1971 upon implementation of the present governance system, and its duties were passed on to the Educational Policy Committee.  The Curriculum Committee was charged with examining and monitoring a wide range of issues - such as integrative exercises (comprehensive examination 1969), distribution requirements and the calendar system (1959-61) and individual course numberings and descriptions.  The Committee was composed of representatives from each academic division of the college;  in 1945 its chairmanship was transferred from the President to the Dean of the College.
	     The collection also includes records of four ad hoc sub-committees established by the faculty (nominally independent of the Curriculum Committee):  Curricular Revisions Committee (February-July 1958), Sub-Committees A and B on Curricular Review (March-July 1967), and the Ad Hoc Committee on a Core Humanities Program (1967-68).  The Curriculum Committee and the several subcommittees are presented as a subgroups of a single artificial record group, although technically they are all subgroups of the Carleton faculty or of the Dean of the College (depending upon whether one defines provenance by administrative placement or by the particular creator of the particular records).
	Additional background:
	The Minutes subseries gives an overview of the issues and questions being examined.  Proposals on integrated courses, calendar revision, and distribution requirements are contained in the Proposals Submitted to the Committee subseries.  Of special interest is a proposal on War Programs presented in 1942, and a proposal for an Educational Commune in 1970.  The Faculty Comments and Questionnaires subseries contains documents detailing the views and objections of individual faculty members and academic deprtments to some of these proposals.  Reports prepared and data gathered within Carleton College, such as the Report on Black Studies at Carleton, are filed in the Background Papers subseries.  The Memoranda to the Faculty subseries contains documents notifying the faculty of issues being examined and recommendations of the Committee. Routine
	Requests from Faculty pertain to individual courses and instructors: change of course name or description, approval of a new course, change in designated course number.  The Secondary Materials subseries contains background publications from sources outside the College (documents of Macalester College's Conference on the Improvement of Instruction in Colleges of Liberal Arts -1945- are of particular interest).  A document entitled \Comments on Developments in the Carleton Curriculum\"" by Dean Frank R. Kille (1950) is included in the Chairman's Notebooks subseries of the 1945-58 series.  Of note in the Miscellaneous subseries of the 1958-70 series are documents pertaining to the membership of the Dean's ad hoc committee of students on curricular matters (1967).  Other topics of interest which are represented in several sub-series throughout their respective chronological series are a study of integrative exercises (1969) and the examination of calendar options and adoption of the 3-3 system (1959-61).",0:00:54,1,0.00%
/index.php?p=collections/controlcard&id=2684&q=curriculum+committee,2,1,Curriculum Committee Records,1926-1970,"The record group is comprised of documents of the curriculum committees of the Faculty, dating from 1934-70. The Standing Curriculum Committee was disbanded in 1971 upon implementation of the present governance system, and its duties were passed on to the Educational Policy Committee.  The Curriculum Committee was charged with examining and monitoring a wide range of issues - such as integrative exercises (comprehensive examination 1969), distribution requirements and the calendar system (1959-61) and individual course numberings and descriptions.  The Committee was composed of representatives from each academic division of the college;  in 1945 its chairmanship was transferred from the President to the Dean of the College.
	     The collection also includes records of four ad hoc sub-committees established by the faculty (nominally independent of the Curriculum Committee):  Curricular Revisions Committee (February-July 1958), Sub-Committees A and B on Curricular Review (March-July 1967), and the Ad Hoc Committee on a Core Humanities Program (1967-68).  The Curriculum Committee and the several subcommittees are presented as a subgroups of a single artificial record group, although technically they are all subgroups of the Carleton faculty or of the Dean of the College (depending upon whether one defines provenance by administrative placement or by the particular creator of the particular records).
	Additional background:
	The Minutes subseries gives an overview of the issues and questions being examined.  Proposals on integrated courses, calendar revision, and distribution requirements are contained in the Proposals Submitted to the Committee subseries.  Of special interest is a proposal on War Programs presented in 1942, and a proposal for an Educational Commune in 1970.  The Faculty Comments and Questionnaires subseries contains documents detailing the views and objections of individual faculty members and academic deprtments to some of these proposals.  Reports prepared and data gathered within Carleton College, such as the Report on Black Studies at Carleton, are filed in the Background Papers subseries.  The Memoranda to the Faculty subseries contains documents notifying the faculty of issues being examined and recommendations of the Committee. Routine
	Requests from Faculty pertain to individual courses and instructors: change of course name or description, approval of a new course, change in designated course number.  The Secondary Materials subseries contains background publications from sources outside the College (documents of Macalester College's Conference on the Improvement of Instruction in Colleges of Liberal Arts -1945- are of particular interest).  A document entitled \Comments on Developments in the Carleton Curriculum\"" by Dean Frank R. Kille (1950) is included in the Chairman's Notebooks subseries of the 1945-58 series.  Of note in the Miscellaneous subseries of the 1958-70 series are documents pertaining to the membership of the Dean's ad hoc committee of students on curricular matters (1967).  Other topics of interest which are represented in several sub-series throughout their respective chronological series are a study of integrative exercises (1969) and the examination of calendar options and adoption of the 3-3 system (1959-61).",0:00:46,0,50.00%
/index.php?p=collections/controlcard&id=2684&q=ground+for+respect,2,1,Curriculum Committee Records,1926-1970,"The record group is comprised of documents of the curriculum committees of the Faculty, dating from 1934-70. The Standing Curriculum Committee was disbanded in 1971 upon implementation of the present governance system, and its duties were passed on to the Educational Policy Committee.  The Curriculum Committee was charged with examining and monitoring a wide range of issues - such as integrative exercises (comprehensive examination 1969), distribution requirements and the calendar system (1959-61) and individual course numberings and descriptions.  The Committee was composed of representatives from each academic division of the college;  in 1945 its chairmanship was transferred from the President to the Dean of the College.
	     The collection also includes records of four ad hoc sub-committees established by the faculty (nominally independent of the Curriculum Committee):  Curricular Revisions Committee (February-July 1958), Sub-Committees A and B on Curricular Review (March-July 1967), and the Ad Hoc Committee on a Core Humanities Program (1967-68).  The Curriculum Committee and the several subcommittees are presented as a subgroups of a single artificial record group, although technically they are all subgroups of the Carleton faculty or of the Dean of the College (depending upon whether one defines provenance by administrative placement or by the particular creator of the particular records).
	Additional background:
	The Minutes subseries gives an overview of the issues and questions being examined.  Proposals on integrated courses, calendar revision, and distribution requirements are contained in the Proposals Submitted to the Committee subseries.  Of special interest is a proposal on War Programs presented in 1942, and a proposal for an Educational Commune in 1970.  The Faculty Comments and Questionnaires subseries contains documents detailing the views and objections of individual faculty members and academic deprtments to some of these proposals.  Reports prepared and data gathered within Carleton College, such as the Report on Black Studies at Carleton, are filed in the Background Papers subseries.  The Memoranda to the Faculty subseries contains documents notifying the faculty of issues being examined and recommendations of the Committee. Routine
	Requests from Faculty pertain to individual courses and instructors: change of course name or description, approval of a new course, change in designated course number.  The Secondary Materials subseries contains background publications from sources outside the College (documents of Macalester College's Conference on the Improvement of Instruction in Colleges of Liberal Arts -1945- are of particular interest).  A document entitled \Comments on Developments in the Carleton Curriculum\"" by Dean Frank R. Kille (1950) is included in the Chairman's Notebooks subseries of the 1945-58 series.  Of note in the Miscellaneous subseries of the 1958-70 series are documents pertaining to the membership of the Dean's ad hoc committee of students on curricular matters (1967).  Other topics of interest which are represented in several sub-series throughout their respective chronological series are a study of integrative exercises (1969) and the examination of calendar options and adoption of the 3-3 system (1959-61).",0:00:19,0,0.00%
/index.php?p=collections/controlcard&id=2688&q=arboretum,2,1,Dean for Budget and Planning Office Records,NULL,NULL,0:00:16,0,0.00%
/index.php?p=collections/controlcard&id=2688&q=budget+planning,5,1,Dean for Budget and Planning Office Records,NULL,NULL,0:02:32,0,0.00%
/index.php?p=collections/controlcard&id=2688&q=dean+budget+planning,2,1,Dean for Budget and Planning Office Records,NULL,NULL,0:00:11,0,0.00%
"/index.php?p=collections/controlcard&id=2690&q=""french+house""",2,1,Dean of Students' Office Records,NULL,NULL,0:00:12,0,0.00%
"/index.php?p=collections/controlcard&id=2693&q=""college+teaching""",2,1,"Dean of the College's Office Records (Kille, Woodward, Phenix)",1945-1960,NULL,0:01:10,0,0.00%
/index.php?p=collections/controlcard&id=2694&q=sayles+diary,2,1,Deborah Sayles Hill Diary,1908; 1913-1919; 1925,NULL,0:01:32,0,0.00%
/index.php?p=collections/controlcard&id=2698&q=computer+science,3,1,Departmental and other formal Reviews,1970-2011,NULL,0:01:40,0,0.00%
